10000	0.000224
20000	0.000286
30000	0.000539
40000	0.000761
50000	0.000694
60000	0.000784
70000	0.001004
80000	0.001262
90000	0.001243
100000	0.001306
110000	0.001043
120000	0.000971
130000	0.001176
140000	0.001075
150000	0.001038
160000	0.001055
170000	0.001110
180000	0.001035
190000	0.001084
200000	0.001121
210000	0.001074
220000	0.001244
230000	0.001071
240000	0.001896
250000	0.001600
260000	0.001435
270000	0.001467
280000	0.001916
290000	0.001493
300000	0.001465
310000	0.001651
320000	0.001487
330000	0.001548
340000	0.001663
350000	0.001540
360000	0.001554
370000	0.001716
380000	0.001624
390000	0.001653
400000	0.001683
410000	0.001721
420000	0.001747
430000	0.001776
440000	0.001810
450000	0.001887
460000	0.001873
470000	0.001904
480000	0.002103
490000	0.001973
500000	0.002006
510000	0.002161
520000	0.002065
530000	0.002095
540000	0.002210
550000	0.002158
560000	0.002191
570000	0.002218
580000	0.002335
590000	0.002368
600000	0.002437
610000	0.002410
620000	0.002400
630000	0.002430
640000	0.002654
650000	0.003774
660000	0.003730
670000	0.002861
680000	0.002573
690000	0.002655
700000	0.002657
710000	0.004778
720000	0.003603
730000	0.003603
740000	0.003643
750000	0.003722
760000	0.003707
770000	0.003730
780000	0.003830
790000	0.003825
800000	0.003824
810000	0.004002
820000	0.003972
830000	0.004068
840000	0.004093
850000	0.004136
860000	0.006099
870000	0.004191
880000	0.005738
890000	0.004289
900000	0.004149
910000	0.004192
920000	0.004215
930000	0.004223
940000	0.004272
950000	0.006545
960000	0.004465
970000	0.004452
980000	0.005744
990000	0.004514
1000000	0.004458
