10000	0.000159
20000	0.000381
30000	0.000411
40000	0.000445
50000	0.000571
60000	0.000560
70000	0.001179
80000	0.000785
90000	0.001168
100000	0.001065
110000	0.001042
120000	0.001073
130000	0.000984
140000	0.001020
150000	0.001282
160000	0.001006
170000	0.001041
180000	0.001046
190000	0.001031
200000	0.001071
210000	0.001022
220000	0.001064
230000	0.001144
240000	0.001182
250000	0.001095
260000	0.001079
270000	0.002108
280000	0.001587
290000	0.001418
300000	0.002044
310000	0.001539
320000	0.001504
330000	0.001667
340000	0.001518
350000	0.001541
360000	0.001545
370000	0.001580
380000	0.001657
390000	0.001641
400000	0.001671
410000	0.001830
420000	0.001745
430000	0.001798
440000	0.001947
450000	0.001834
460000	0.001897
470000	0.002006
480000	0.001926
490000	0.001958
500000	0.002114
510000	0.002036
520000	0.002106
530000	0.002094
540000	0.002127
550000	0.002216
560000	0.002215
570000	0.002386
580000	0.002271
590000	0.002278
600000	0.002513
610000	0.002376
620000	0.002379
630000	0.002553
640000	0.002447
650000	0.002477
660000	0.002722
670000	0.002560
680000	0.002591
690000	0.002903
700000	0.002631
710000	0.002667
720000	0.002862
730000	0.002926
740000	0.004875
750000	0.002980
760000	0.004332
770000	0.003403
780000	0.002962
790000	0.003010
800000	0.003041
810000	0.003081
820000	0.003113
830000	0.003052
840000	0.003067
850000	0.003125
860000	0.003160
870000	0.003198
880000	0.003198
890000	0.003225
900000	0.003269
910000	0.003282
920000	0.003332
930000	0.003420
940000	0.003380
950000	0.003463
960000	0.005722
970000	0.003733
980000	0.005250
990000	0.003807
1000000	0.003684
