10000	0.000294
20000	0.000409
30000	0.000446
40000	0.000691
50000	0.000654
60000	0.000599
70000	0.001086
80000	0.000929
90000	0.001239
100000	0.001100
110000	0.001058
120000	0.001000
130000	0.001045
140000	0.001961
150000	0.001477
160000	0.001348
170000	0.001239
180000	0.001286
190000	0.001331
200000	0.001276
210000	0.001507
220000	0.001348
230000	0.001278
240000	0.001737
250000	0.001306
260000	0.001312
270000	0.002284
280000	0.001742
290000	0.001698
300000	0.001679
310000	0.001659
320000	0.001662
330000	0.001697
340000	0.001729
350000	0.001727
360000	0.001758
370000	0.001799
380000	0.001821
390000	0.001849
400000	0.001885
410000	0.001968
420000	0.002165
430000	0.002107
440000	0.003833
450000	0.003049
460000	0.002409
470000	0.002193
480000	0.002222
490000	0.002253
500000	0.004003
510000	0.003131
520000	0.002394
530000	0.003793
540000	0.003085
550000	0.003010
560000	0.003028
570000	0.003099
580000	0.003118
590000	0.003138
600000	0.003174
610000	0.003190
620000	0.003215
630000	0.003251
640000	0.003314
650000	0.003458
660000	0.003359
670000	0.003403
680000	0.003608
690000	0.003443
700000	0.003485
710000	0.004876
720000	0.003733
730000	0.003769
740000	0.003900
750000	0.003676
760000	0.003675
770000	0.003894
780000	0.003712
790000	0.003846
800000	0.003966
810000	0.003853
820000	0.003894
830000	0.004038
840000	0.003905
850000	0.003968
860000	0.004137
870000	0.004014
880000	0.004047
890000	0.004114
900000	0.004133
910000	0.004136
920000	0.004197
930000	0.004202
940000	0.004232
950000	0.004328
960000	0.004371
970000	0.006081
980000	0.004684
990000	0.004386
1000000	0.004425
